Orth,Phon
ბ,b
გ,ɡ
დ,d
ვ,v
ზ,z
თ,tʰ
კ,kʼ
ლ,l
მ,m
ნ,n
პ,pʼ
ჟ,ʒ
რ,r
ს,s
ტ,tʼ
ფ,pʰ
ქ,kʰ
ღ,ʁ
ყ,qʼ
შ,ʃ
ჩ,t͡ʃʰ
ც,t͡sʰ
ძ,d͡z
წ,t͡sʼ
ჭ,t͡ʃʼ
ხ,χ
ჯ,d͡ʒ
ჰ,h
ა,ɑ
ე,ɛ
ი,i
ო,ɔ
უ,u
