Orth,Phon
a,a
ch,t͡ʃ
d,d
e,e
g,g
i,i
j,x
k,k
l,l 
m,m
n,n
nd,nd
ng,ŋ
o,o
ñ,ɲ
p,p
r,r
s,s
t,t
ts,t͡s
u,u
v,β
x,ʃ
y,j
',ʔ 
1,˩
2,˨
3,˦
4,˥
