Orth,Phon
a,a
aa,aː
b,b
mb,mb
ɓ,ɓ
c,c
d,d
nd,nd
ɗ,ɗ
e,e
ee,eː
f,f
g,ɡ
ng,ŋɡ
h,h
i,i
ii,iː
j,ɟ
nj,nɟ
k,k
l,l
m,m
n,n
ŋ,ŋ
ɲ,ɲ
o,o
oo,oː
p,p
r,r
s,s
t,t
u,u
uu,uː
w,w
y,j
ƴ,ʔʲ
"'",ʔ
