0,"
"
1, 
2,!
3,""""
4,%
5,&
6,'
7,(
8,)
9,+
10,","
11,-
12,.
13,/
14,0
15,1
16,2
17,3
18,4
19,5
20,6
21,7
22,8
23,9
24,:
25,;
26,=
27,?
28,@
29,a
30,b
31,d
32,e
33,f
34,g
35,i
36,j
37,k
38,l
39,m
40,n
41,o
42,p
43,r
44,s
45,t
46,t͡s
47,t͡ɬ
48,t͡ʃ
49,u
50,w
51,x
52,¡
53,·
54,¿
55,à
56,ü
57,ɲ
58,ɾ
59,ʃ
60,ʝ
